,series_description,country,year,value,source,nature,age,location,sex
713,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Korea,2014,197,Statistics Korea based on Time Use Survey,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",RURAL,1
714,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Korea,2014,31,Statistics Korea based on Time Use Survey,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",RURAL,0
715,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Korea,2014,196,Statistics Korea based on Time Use Survey,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",RURAL,1
716,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Korea,2014,44,Statistics Korea based on Time Use Survey,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",RURAL,0
717,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Korea,2014,219,Statistics Korea based on Time Use Survey,C,"[55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",RURAL,1
718,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Korea,2014,20,Statistics Korea based on Time Use Survey,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",URBAN,0
719,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Kyrgyzstan,2015,225,Calculated by UNSD based on available country data from the Time Budget Survey to apply ICATUS.,CA,12+,ALLAREA,1
720,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Kyrgyzstan,2015,129,Calculated by UNSD based on available country data from the Time Budget Survey to apply ICATUS.,CA,12+,ALLAREA,0
721,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,82,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",ALLAREA,1
722,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,78,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",ALLAREA,1
723,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,60,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",ALLAREA,0
724,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,71,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",ALLAREA,1
725,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,56,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",ALLAREA,0
726,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,64,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,65+,ALLAREA,1
727,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,65,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,65+,RURAL,1
728,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,60,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,65+,RURAL,0
729,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,73,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",URBAN,1
730,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,55,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",URBAN,0
731,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,78,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,15+,URBAN,1
732,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,57,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,15+,URBAN,0
733,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,82,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",RURAL,1
734,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,62,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,15+,RURAL,0
735,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,79,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,15+,RURAL,1
736,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,79,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",ALLAREA,1
737,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,59,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",ALLAREA,0
738,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,79,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,15+,ALLAREA,1
739,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,60,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,15+,ALLAREA,0
740,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,55,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,65+,URBAN,0
741,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,58,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,65+,ALLAREA,0
742,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,81,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",RURAL,1
743,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,60,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",RURAL,0
744,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,62,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",ALLAREA,0
745,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,78,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",RURAL,1
746,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,62,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",RURAL,0
747,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,70,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",RURAL,1
748,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,58,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",RURAL,0
749,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,82,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",URBAN,1
750,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,59,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",URBAN,0
751,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,79,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",URBAN,1
752,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,57,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",URBAN,0
753,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,71,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",URBAN,1
754,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,52,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",URBAN,0
755,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,62,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,65+,URBAN,1
756,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lao People's Democratic Republic,2017,64,Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",RURAL,0
757,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Latvia,2003,231,Calculated by UNSD based on available country data from the HETUS to apply ICATUS.,CA,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74]",ALLAREA,1
758,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Latvia,2003,120,Calculated by UNSD based on available country data from the HETUS to apply ICATUS.,CA,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74]",ALLAREA,0
759,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Liberia,2010,32,Liberia Institute of Statistics and Geo-Information Services (LISGIS) based on Labour Force Survey 2010 ,C,15+,RURAL,0
760,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Liberia,2010,76,Liberia Institute of Statistics and Geo-Information Services (LISGIS) based on Labour Force Survey 2010 ,C,15+,URBAN,1
761,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Liberia,2010,29,Liberia Institute of Statistics and Geo-Information Services (LISGIS) based on Labour Force Survey 2010 ,C,15+,URBAN,0
762,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Liberia,2010,30,Liberia Institute of Statistics and Geo-Information Services (LISGIS) based on Labour Force Survey 2010 ,C,15+,ALLAREA,0
763,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Liberia,2010,66,Liberia Institute of Statistics and Geo-Information Services (LISGIS) based on Labour Force Survey 2010 ,C,15+,RURAL,1
764,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Liberia,2010,71,Liberia Institute of Statistics and Geo-Information Services (LISGIS) based on Labour Force Survey 2010 ,C,15+,ALLAREA,1
765,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lithuania,2003,57,Statistics Lithuania based on Time Use Survey,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",ALLAREA,0
766,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lithuania,2003,122,Statistics Lithuania based on Time Use Survey,C,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74]",ALLAREA,0
767,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lithuania,2003,215,Statistics Lithuania based on Time Use Survey,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",ALLAREA,1
768,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lithuania,2003,94,Statistics Lithuania based on Time Use Survey,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",ALLAREA,0
769,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lithuania,2003,263,Statistics Lithuania based on Time Use Survey,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",ALLAREA,1
770,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lithuania,2003,147,Statistics Lithuania based on Time Use Survey,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",ALLAREA,0
771,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lithuania,2003,310,Statistics Lithuania based on Time Use Survey,C,65+,ALLAREA,1
772,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lithuania,2003,222,Statistics Lithuania based on Time Use Survey,C,10+,ALLAREA,1
773,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lithuania,2003,114,Statistics Lithuania based on Time Use Survey,C,10+,ALLAREA,0
774,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lithuania,2003,121,Statistics Lithuania based on Time Use Survey,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",ALLAREA,1
775,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lithuania,2003,223,Statistics Lithuania based on Time Use Survey,C,65+,ALLAREA,0
